com_num,name,sic_code
13253846,20-22 BALLS POND ROAD RTM COMPANY LIMITED,98000
04739448,20-22 CENTRAL PARADE HERNE BAY LIMITED,68320
14331258,20-22 CONSULTING LIMITED,70221
14331258,20-22 CONSULTING LIMITED,70229
12052893,20-22 FORE STREET LTD,68209
11135487,20-22 HILLIER ROAD RTM COMPANY LTD,98000
01637242,20-22 LEWES CRESCENT LIMITED,98000
14525529,20-22 LL LIMITED,98000
11066383,20-23 CRUIKSHANK STREET LIMITED,98000
13645127,20-25 CLIFFORD COURT RTM COMPANY LIMITED,98000
16729613,20-25 DULCIE CLOSE RTM COMPANY LIMITED,98000
08608313,20-25 HOLT CLOSE RTM COMPANY LIMITED,98000
17159388,20-25 SANDFORD GARDENS RTM COMPANY LIMITED,98000
06043456,20-26 ELMWOOD ROAD LIMITED,99999
06160970,20-26 LAMBS CONDUIT STREET (MANAGEMENT) LIMITED,68320
08120100,20-26 MASONS ROAD LIMITED,98000
08920405,20-26 SHEPHERDS WAY 1-7 OAKEYS CLOSE RESIDENTS LIMITED,98000
08739349,20-27 BAYSWATER CLOSE RTM COMPANY LIMITED,98000
06972978,20-27 ST PETER'S CLOSE LIMITED,98000
10152922,20-30 LAUREL PARK FLAT MANAGEMENT LTD,68320
09388766,20-30 LAUREL PARK LIMITED,99999
02378977,20-30 PERCY ROAD LIMITED,98000
02691939,20-31 CATHERINE COURT (MANAGEMENT CO.) LIMITED,98000
06571260,20-31 CATHERINE COURT FREEHOLD LIMITED,68100
15786119,20-31 PANT GLAS RTM COMPANY LIMITED,98000
06942179,20-32 SURMAN STREET RTM COMPANY LIMITED,98000
07851605,20-34 ST GEORGES STREET NORWICH RESIDENTS MANAGEMENT COMPANY LIMITED,98000
13408517,20-36 WALMEAD CROFT RTM COMPANY LIMITED,98000
01929770,20-46  WESTMINSTER MANSIONS LIMITED,98000
04685043,20-46 WESTMINSTER MANSIONS FREEHOLD LIMITED,98000
14204455,20-49 CUMBERLAND TERRACE RTM COMPANY LIMITED,98000
13746441,20-FIFTEEN SPORT LTD,70229
10284412,20-SIX LIMITED,47240
10284412,20-SIX LIMITED,56102
16422971,20.31 CAPITAL MANAGEMENT LTD,64209
12301132,20/20 BUILDING LIMITED,41201
12301132,20/20 BUILDING LIMITED,41202
12301132,20/20 BUILDING LIMITED,68209
SC447972,20/20 BUSINESS GROUP LIMITED,64209
SC222955,20/20 BUSINESS INSIGHT LIMITED,70229
06372909,20/20 CLEANING LTD,81221
06372909,20/20 CLEANING LTD,81299
16145527,20/20 CLEANING SERVICES LTD,81210
16145527,20/20 CLEANING SERVICES LTD,81221
16145527,20/20 CLEANING SERVICES LTD,81222
16145527,20/20 CLEANING SERVICES LTD,81299
10731537,20/20 COMMERCIAL MANAGEMENT LIMITED,70221
07813883,20/20 COMMUNICATIONS LTD,70210
07813883,20/20 COMMUNICATIONS LTD,74909
12036044,20/20 CONSTRUCTION LTD,41100
06259529,20/20 DENTAL PRACTICE LIMITED,86230
16270387,20/20 DIRECT LTD,46180
16270387,20/20 DIRECT LTD,96090
15759345,20/20 E&N SOLUTIONS LIMITED,70229
08004913,20/20 EHEALTH LIMITED,82990
13050067,20/20 EQUINE LTD,47190
14529491,20/20 FINANCIAL MANAGEMENT LTD,74902
10103014,20/20 FITNESS HIRE LIMITED,77390
10103046,20/20 FITNESS SERVICES LIMITED,33190
16250670,20/20 HOLDINGS (SOUTH) LIMITED,64209
NI629717,20/20 HOSPITALITY LTD,86900
12868052,20/20 ICARE LTD,47782
07265487,20/20 INDUSTRIES LTD,36000
SC359020,20/20 INTELLECTUAL PROPERTY LIMITED,82990
14168961,20/20 INVESTMENT HOLDINGS LTD,68100
14168961,20/20 INVESTMENT HOLDINGS LTD,68209
07985849,20/20 INVESTMENTS LTD,64209
07985849,20/20 INVESTMENTS LTD,68209
09954066,20/20 LDN LTD,82990
02238604,20/20 LIMITED,82990
11832854,20/20 MORTGAGE SERVICES LTD,64999
11641921,20/20 OPTICS LIMITED,86210
13868715,20/20 OPTICUS LTD,86900
08503305,20/20 PRINT & COPIER SOLUTIONS LTD,46180
08503305,20/20 PRINT & COPIER SOLUTIONS LTD,46190
NI614974,20/20 PROFESSIONAL SERVICES LTD,71111
05292231,20/20 PROJECT MANAGEMENT LIMITED,70229
05292231,20/20 PROJECT MANAGEMENT LIMITED,82990
05292231,20/20 PROJECT MANAGEMENT LIMITED,85320
13355122,20/20 SCAFFOLD LTD,43991
10931942,20/20 SHARP VISION LIMITED,82990
12785718,20/20 SIGHTING LIMITED,71129
17246655,20/20 SOLUTIONS LIMITED,74909
12434588,20/20 TESTING LIMITED,62020
11321285,20/20 VISION & EYEWEAR LTD,47782
02657483,20/20 VISION (SUPER OPTICAL) LIMITED,86900
03973694,20/20 VISION RECORDINGS LIMITED,93290
16937625,20/20 WINDOW CLEANING LTD,81221
03935301,20/20A ALBERT BRIDGE ROAD LIMITED,98000
04922182,20/20A ASTONVILLE STREET (FREEHOLD) LIMITED,55900
09490454,20/20A AVON CLOSE LIMITED,98000
04616219,20/20A BEDWIN STREET (SALISBURY) MANAGEMENT LIMITED,98000
